User ID,Session Duration,Order Frequency,Cart Abandonment Rate,Food Category,Total Spend,Promo Usage,Device Type,Review Score,Geolocation,Converted
U1938,1659,5,0.61,Dessert,30.98,False,Mobile,3.3,Bangalore,0
U2895,3156,3,0.03,Pizza,203.94,True,Desktop,3.3,Mumbai,0
U5703,3029,0,0.72,Indian,181.09,False,Tablet,1.7,Kolkata,0
U3774,3550,16,0.91,Burger,319.95,True,Mobile,2.9,Hyderabad,0
U9269,2472,5,0.29,Pizza,143.78,False,Tablet,2.4,Mumbai,0
U2992,1887,9,0.21,Pizza,410.07,True,Tablet,4.4,Bangalore,1
U6036,3059,16,0.37,Mexican,367.89,False,Desktop,3.5,Kolkata,1
U8008,2941,8,0.32,Indian,347.17,False,Desktop,1.7,Chennai,1
U1644,1216,13,0.35,Burger,25.69,True,Tablet,4.8,Kolkata,1
U2052,2698,3,0.53,Dessert,474.91,False,Mobile,1.6,Mumbai,0
U3496,1418,5,0.55,Pizza,252.94,False,Tablet,2.5,Kolkata,0
U7016,295,9,0.96,Dessert,319.52,True,Mobile,2.1,Hyderabad,0
U2589,2232,5,0.72,Pizza,320.56,False,Desktop,4.6,Hyderabad,0
U1760,2467,5,0.29,Chinese,405.2,True,Desktop,3.7,Delhi,0
U6564,1264,9,0.97,Indian,433.01,True,Mobile,2.0,Chennai,0
U2569,3166,19,0.55,Indian,149.42,False,Desktop,1.3,Hyderabad,0
U9382,567,9,0.94,Chinese,314.52,True,Tablet,2.1,Mumbai,0
U5878,324,12,0.79,Indian,331.54,True,Mobile,2.6,Hyderabad,0
U3637,3372,11,0.89,Dessert,342.33,False,Desktop,2.2,Hyderabad,0
U3008,512,14,0.6,Mexican,375.8,True,Desktop,4.3,Mumbai,0
U7319,2751,5,0.49,Indian,364.19,False,Desktop,2.0,Mumbai,0
U2222,1917,14,0.1,Burger,487.03,True,Tablet,1.5,Delhi,1
U2661,3379,1,0.05,Mexican,151.33,True,Mobile,3.3,Chennai,0
U9147,3309,14,0.99,Indian,464.65,True,Mobile,1.6,Bangalore,0
U1833,2542,2,0.91,Chinese,66.87,True,Tablet,1.9,Mumbai,0
U8455,3541,11,0.82,Indian,65.37,False,Mobile,3.6,Bangalore,0
U4373,996,16,0.86,Burger,193.55,True,Desktop,1.6,Bangalore,0
U9446,3182,2,0.12,Mexican,131.02,False,Desktop,1.0,Chennai,0
U3281,199,17,0.42,Mexican,278.01,True,Tablet,4.9,Kolkata,0
U8028,1822,8,0.9,Pizza,347.04,False,Mobile,3.1,Chennai,0
U1608,2337,0,0.51,Pizza,130.84,False,Mobile,2.5,Mumbai,0
U5298,3281,4,0.95,Chinese,460.01,False,Tablet,3.7,Mumbai,0
U3655,2705,5,0.75,Chinese,170.2,False,Desktop,1.6,Hyderabad,0
U8901,3463,9,0.21,Dessert,86.21,True,Desktop,2.1,Mumbai,1
U5453,2086,5,0.43,Burger,38.08,False,Desktop,3.9,Bangalore,0
U3739,1770,14,0.39,Indian,59.2,True,Tablet,2.6,Chennai,1
U6228,1418,7,0.55,Mexican,105.72,True,Mobile,2.3,Chennai,0
U4036,3049,11,0.5,Chinese,66.61,True,Tablet,4.1,Chennai,0
U8616,258,12,0.59,Chinese,207.22,False,Mobile,2.3,Delhi,0
U2412,895,12,0.28,Indian,417.14,False,Desktop,1.5,Kolkata,1
U1578,2766,17,0.23,Indian,377.55,True,Mobile,4.0,Bangalore,1
U9386,1414,5,0.6,Chinese,362.32,False,Mobile,2.5,Delhi,0
U7929,2620,4,0.55,Chinese,152.85,False,Tablet,2.0,Kolkata,0
U7263,1713,11,0.92,Chinese,109.96,False,Tablet,2.4,Bangalore,0
U1693,2680,19,0.55,Indian,103.58,True,Tablet,4.5,Bangalore,0
U5832,2794,15,0.74,Pizza,46.23,False,Tablet,2.7,Chennai,0
U1642,1990,10,0.55,Chinese,36.55,False,Mobile,2.6,Mumbai,0
U5460,3325,4,0.16,Indian,67.88,True,Tablet,3.3,Kolkata,0
U6676,1254,11,0.52,Chinese,305.07,False,Tablet,1.4,Kolkata,0
U4790,1015,8,0.5,Burger,37.52,False,Desktop,1.5,Delhi,0
U9141,1400,19,0.65,Chinese,309.44,False,Mobile,2.3,Kolkata,0
U5484,1500,14,0.22,Indian,324.17,True,Desktop,1.7,Bangalore,1
U7477,1952,17,0.97,Indian,166.2,False,Mobile,1.8,Mumbai,0
U5507,1504,16,0.69,Pizza,120.23,True,Mobile,4.8,Delhi,0
U7966,3568,2,0.94,Indian,239.53,True,Mobile,2.9,Kolkata,0
U9288,630,3,0.98,Pizza,322.1,True,Mobile,2.9,Delhi,0
U2916,188,16,0.46,Burger,156.13,False,Mobile,1.5,Bangalore,0
U2998,3096,8,0.31,Indian,444.36,True,Tablet,1.7,Delhi,1
U9185,2027,13,0.67,Chinese,60.52,True,Tablet,3.9,Hyderabad,0
U5101,1113,13,0.32,Dessert,97.14,False,Mobile,1.2,Hyderabad,1
U8251,3220,15,0.55,Chinese,34.44,True,Desktop,4.1,Hyderabad,0
U5803,298,0,0.07,Indian,181.76,False,Desktop,2.1,Mumbai,0
U4587,1195,8,0.2,Mexican,284.6,False,Tablet,4.0,Bangalore,1
U5541,2204,5,0.55,Burger,167.02,True,Desktop,5.0,Chennai,0
U2244,474,3,0.84,Dessert,166.83,False,Tablet,1.6,Delhi,0
U8869,3487,4,0.58,Chinese,350.98,True,Mobile,2.9,Chennai,0
U1097,3476,5,0.44,Dessert,38.26,False,Desktop,1.9,Delhi,0
U1119,3211,0,0.55,Mexican,368.93,True,Desktop,3.4,Delhi,0
U1118,1488,0,0.53,Burger,127.09,True,Tablet,1.1,Hyderabad,0
U6591,1466,17,0.93,Pizza,286.2,True,Mobile,5.0,Chennai,0
U9315,282,9,0.95,Chinese,27.2,True,Tablet,2.7,Mumbai,0
U9812,1405,3,0.49,Burger,84.62,True,Tablet,3.6,Hyderabad,0
U1041,1676,6,0.03,Dessert,433.02,True,Mobile,4.6,Bangalore,1
U4690,470,11,0.98,Indian,75.73,True,Mobile,1.4,Delhi,0
U3085,1037,12,0.74,Burger,30.12,False,Desktop,3.0,Bangalore,0
U3675,1931,10,0.6,Burger,35.16,True,Mobile,1.3,Mumbai,0
U4740,629,6,0.84,Mexican,190.4,False,Tablet,1.4,Mumbai,0
U6894,1868,8,0.69,Chinese,76.62,True,Mobile,3.3,Kolkata,0
U7213,2338,0,0.57,Burger,248.97,True,Desktop,3.8,Delhi,0
U9807,941,3,0.65,Mexican,206.49,True,Mobile,3.5,Bangalore,0
U1488,1872,18,0.12,Chinese,356.23,True,Mobile,4.5,Mumbai,1
U2082,3182,7,0.25,Chinese,406.8,False,Desktop,4.6,Hyderabad,1
U8670,3589,17,0.7,Indian,88.58,True,Tablet,4.0,Delhi,0
U7149,2076,15,0.78,Indian,59.27,True,Tablet,1.4,Kolkata,0
U3161,1542,8,0.1,Indian,368.12,False,Mobile,4.7,Kolkata,1
U7102,636,15,0.31,Mexican,27.6,True,Desktop,3.3,Bangalore,1
U2149,1910,8,0.05,Pizza,227.07,True,Mobile,1.0,Kolkata,1
U3782,2008,18,0.48,Dessert,434.22,True,Tablet,2.2,Delhi,1
U6490,694,11,0.94,Dessert,203.15,True,Mobile,4.3,Chennai,0
U5998,1274,18,0.12,Mexican,119.93,True,Mobile,3.7,Kolkata,1
U8465,818,11,0.48,Dessert,344.49,True,Tablet,1.4,Mumbai,1
U5423,2220,11,0.78,Chinese,371.31,False,Mobile,1.0,Hyderabad,0
U1165,3154,18,0.06,Indian,207.9,False,Mobile,4.7,Kolkata,1
U6802,2846,16,0.21,Indian,169.01,False,Mobile,2.9,Mumbai,1
U1441,3072,17,0.24,Burger,71.99,False,Desktop,1.7,Hyderabad,1
U3139,3021,15,0.46,Pizza,257.37,True,Tablet,1.7,Delhi,1
U9624,2211,3,0.44,Pizza,456.66,True,Mobile,2.2,Bangalore,0
U1862,1330,1,0.61,Chinese,362.98,False,Mobile,1.8,Delhi,0
U8114,255,18,0.12,Dessert,227.48,False,Desktop,4.6,Mumbai,0
U4550,3419,10,0.13,Chinese,451.34,True,Desktop,2.2,Kolkata,1
U9633,3331,8,0.08,Indian,348.5,False,Mobile,4.7,Kolkata,1
U9484,2374,2,0.78,Indian,389.3,False,Tablet,3.8,Mumbai,0
U3768,1579,1,0.21,Burger,186.87,False,Tablet,4.2,Chennai,0
U5563,403,9,0.6,Burger,468.13,True,Desktop,4.4,Chennai,0
U7820,2555,14,0.7,Pizza,208.23,False,Mobile,3.9,Hyderabad,0
U5284,324,11,0.93,Chinese,374.38,True,Mobile,1.3,Kolkata,0
U8940,2388,8,0.48,Burger,251.63,False,Tablet,4.3,Kolkata,1
U3513,2526,19,0.93,Pizza,475.08,True,Tablet,1.9,Bangalore,0
U2333,1709,4,0.1,Chinese,364.4,False,Tablet,2.0,Hyderabad,0
U9797,749,11,0.77,Dessert,49.31,False,Tablet,1.6,Chennai,0
U8398,1362,6,0.92,Dessert,464.73,True,Mobile,4.3,Hyderabad,0
U9925,2834,4,0.91,Dessert,87.75,False,Tablet,4.1,Mumbai,0
U9744,2851,8,0.39,Indian,224.27,True,Tablet,4.2,Kolkata,1
U8702,1108,18,0.32,Pizza,122.38,False,Tablet,4.9,Chennai,1
U8662,2915,6,0.41,Indian,491.87,True,Mobile,2.3,Bangalore,1
U8076,724,9,0.41,Chinese,225.79,False,Desktop,1.2,Kolkata,1
U2897,2471,3,0.62,Burger,299.53,False,Desktop,2.3,Bangalore,0
U1833,1887,2,0.47,Indian,258.34,False,Mobile,2.8,Mumbai,0
U1234,1755,0,0.07,Dessert,172.81,False,Mobile,3.0,Delhi,0
U8957,2959,17,0.63,Dessert,43.57,True,Mobile,1.4,Mumbai,0
U1302,2279,14,0.34,Chinese,21.17,False,Desktop,4.9,Hyderabad,1
U7733,710,4,0.53,Mexican,16.91,True,Desktop,1.0,Bangalore,0
U6423,488,10,0.65,Chinese,342.79,False,Mobile,1.3,Kolkata,0
U2752,3305,9,0.01,Dessert,302.52,True,Desktop,3.8,Bangalore,1
U7804,1015,9,0.22,Mexican,157.08,True,Tablet,5.0,Delhi,1
U7883,2037,18,0.09,Dessert,342.82,True,Desktop,2.8,Mumbai,1
U8591,3591,19,0.9,Indian,285.35,True,Tablet,1.7,Mumbai,0
U1203,2296,8,0.25,Burger,160.43,True,Desktop,2.2,Delhi,1
U3331,233,9,0.02,Chinese,73.44,False,Tablet,2.8,Hyderabad,0
U7903,1304,8,0.62,Chinese,195.59,False,Tablet,1.3,Kolkata,0
U7919,3227,19,0.96,Pizza,402.83,False,Desktop,3.0,Mumbai,0
U5839,3086,16,0.68,Indian,467.81,False,Mobile,4.9,Hyderabad,0
U9552,2700,18,0.26,Dessert,319.66,False,Desktop,1.3,Bangalore,1
U4113,87,9,0.89,Dessert,462.39,True,Desktop,2.1,Kolkata,0
U1347,1050,17,0.14,Chinese,94.07,True,Tablet,2.1,Chennai,1
U3119,1102,3,0.59,Mexican,33.38,False,Desktop,3.7,Mumbai,0
U9707,635,3,0.48,Mexican,184.91,True,Desktop,2.8,Hyderabad,0
U5324,1090,2,0.06,Indian,85.85,False,Desktop,1.3,Mumbai,0
U3359,2740,8,0.81,Dessert,312.92,False,Desktop,1.4,Kolkata,0
U6521,2328,6,0.37,Pizza,80.19,False,Tablet,4.1,Mumbai,1
U9011,1856,8,0.96,Mexican,217.17,False,Tablet,3.6,Chennai,0
U9937,1422,6,0.98,Dessert,169.84,True,Desktop,1.7,Delhi,0
U3718,900,14,0.21,Pizza,450.07,False,Desktop,1.0,Delhi,1
U1045,929,13,0.05,Chinese,38.8,True,Mobile,4.3,Kolkata,1
U8890,609,15,0.22,Dessert,219.43,False,Mobile,4.5,Kolkata,1
U8925,623,7,0.1,Burger,353.72,False,Tablet,2.9,Hyderabad,1
U8795,1138,9,0.71,Chinese,380.03,True,Mobile,4.2,Chennai,0
U7349,562,13,0.52,Pizza,359.78,True,Tablet,3.3,Chennai,0
U7017,1290,5,0.74,Burger,454.32,True,Desktop,2.7,Mumbai,0
U7811,460,7,0.56,Indian,443.04,False,Tablet,1.4,Kolkata,0
U3995,626,5,0.69,Pizza,405.9,True,Mobile,2.5,Delhi,0
U6346,1424,15,0.88,Indian,177.36,False,Mobile,3.9,Kolkata,0
U3350,2708,14,0.5,Pizza,74.61,False,Tablet,1.2,Mumbai,0
U7375,3432,11,0.16,Burger,283.27,False,Mobile,1.1,Kolkata,1
U1197,1616,5,0.8,Dessert,432.27,True,Tablet,1.7,Kolkata,0
U9947,2610,3,0.73,Burger,429.6,True,Mobile,2.0,Mumbai,0
U9275,575,1,0.59,Chinese,91.13,True,Tablet,1.6,Mumbai,0
U1018,624,1,0.27,Mexican,121.06,True,Mobile,3.6,Bangalore,0
U8884,3229,17,0.46,Pizza,213.56,True,Mobile,3.8,Bangalore,1
U7104,830,2,0.48,Chinese,180.13,True,Mobile,3.9,Bangalore,0
U1658,548,4,0.47,Dessert,255.35,False,Tablet,4.0,Hyderabad,0
U3230,1285,11,0.04,Indian,210.15,False,Tablet,2.4,Mumbai,1
U5925,3176,5,0.19,Burger,132.46,True,Desktop,3.4,Delhi,0
U5784,737,14,0.5,Chinese,384.35,False,Desktop,1.0,Hyderabad,0
U7989,341,19,0.83,Indian,490.21,True,Tablet,4.0,Bangalore,0
U6105,1025,10,0.67,Burger,36.47,False,Desktop,4.6,Bangalore,0
U3659,1160,15,0.66,Dessert,349.57,False,Mobile,3.3,Chennai,0
U1743,394,14,0.23,Mexican,277.87,True,Tablet,1.6,Hyderabad,0
U7420,1960,3,0.07,Mexican,190.11,False,Tablet,4.4,Hyderabad,0
U6306,363,14,0.17,Indian,485.21,True,Desktop,2.8,Mumbai,0
U5485,3228,9,0.62,Dessert,302.0,True,Tablet,3.2,Hyderabad,0
U8605,141,14,0.14,Dessert,396.94,False,Mobile,3.0,Mumbai,0
U9940,1644,8,0.14,Pizza,397.67,False,Mobile,2.4,Chennai,1
U2564,1321,11,0.93,Pizza,283.76,True,Mobile,3.2,Kolkata,0
U5307,2641,7,0.01,Burger,318.63,True,Tablet,1.4,Mumbai,1
U5383,1265,13,0.84,Mexican,108.06,False,Mobile,1.3,Mumbai,0
U7681,1245,11,0.42,Indian,157.39,False,Tablet,2.0,Bangalore,1
U8838,1994,19,0.84,Burger,330.65,True,Tablet,2.2,Kolkata,0
U7095,2974,19,0.56,Dessert,160.17,False,Mobile,2.8,Hyderabad,0
U9645,1170,12,0.71,Mexican,316.51,False,Mobile,4.1,Chennai,0
U1553,2632,7,0.93,Chinese,58.21,False,Mobile,3.0,Delhi,0
U9564,2381,13,0.75,Indian,112.11,True,Mobile,3.7,Delhi,0
U3158,623,17,0.01,Dessert,144.16,False,Tablet,2.2,Chennai,1
U9475,2460,14,0.24,Chinese,317.73,True,Mobile,3.2,Kolkata,1
U2596,1472,18,0.21,Chinese,290.62,True,Desktop,5.0,Delhi,1
U2028,1298,8,0.93,Chinese,281.82,True,Desktop,1.0,Mumbai,0
U8525,3334,18,0.57,Chinese,465.5,False,Desktop,4.0,Mumbai,0
U7823,831,17,0.21,Dessert,29.91,True,Desktop,2.0,Delhi,1
U9417,940,16,0.34,Burger,352.12,False,Tablet,1.9,Chennai,1
U9490,2332,12,0.32,Mexican,379.19,True,Tablet,1.9,Hyderabad,1
U5969,1427,8,0.33,Mexican,228.35,False,Mobile,4.8,Bangalore,1
U9231,2697,10,0.51,Pizza,284.03,False,Desktop,3.1,Bangalore,0
U1767,397,11,0.05,Pizza,190.59,False,Mobile,3.3,Delhi,0
U7624,3229,10,0.33,Indian,359.4,True,Desktop,4.4,Hyderabad,1
U6716,274,12,0.26,Dessert,455.88,True,Mobile,4.1,Kolkata,0
U6885,1405,19,0.45,Burger,227.8,False,Mobile,4.7,Chennai,1
U3887,1099,6,0.42,Burger,88.79,True,Tablet,3.2,Kolkata,1
U3224,1244,17,0.06,Dessert,60.95,False,Mobile,1.9,Bangalore,1
U9864,730,10,0.81,Indian,187.43,True,Desktop,3.6,Kolkata,0
U3215,922,4,0.41,Dessert,354.87,True,Desktop,2.0,Kolkata,0
U2196,250,14,0.93,Indian,326.41,False,Desktop,4.2,Mumbai,0
U7843,616,17,0.89,Pizza,461.54,False,Desktop,4.5,Delhi,0
U3567,3098,17,0.45,Mexican,69.87,True,Mobile,2.8,Kolkata,1
U2844,2232,14,0.14,Burger,433.37,True,Desktop,1.7,Chennai,1
U4552,388,15,0.31,Pizza,156.95,False,Tablet,4.6,Hyderabad,0
U5281,2208,6,0.89,Indian,89.65,True,Desktop,4.8,Chennai,0
U4299,405,6,0.25,Pizza,79.91,False,Tablet,3.6,Mumbai,0
U6404,1120,19,0.98,Indian,196.52,True,Mobile,3.6,Mumbai,0
U8386,2208,5,0.07,Burger,31.65,False,Desktop,4.3,Mumbai,0
U7148,1422,6,0.03,Dessert,299.72,True,Tablet,3.3,Chennai,1
U1317,927,9,0.51,Pizza,37.05,True,Tablet,1.6,Chennai,0
U1541,1465,3,0.02,Mexican,360.72,False,Mobile,4.0,Bangalore,0
U1930,1491,9,0.84,Burger,448.81,True,Mobile,1.2,Hyderabad,0
U1456,3481,14,0.52,Dessert,254.81,False,Tablet,3.3,Hyderabad,0
U4197,1461,15,0.3,Dessert,487.26,True,Desktop,3.2,Hyderabad,1
U9272,2966,13,0.59,Mexican,413.93,True,Mobile,2.8,Hyderabad,0
U4660,2211,8,0.02,Burger,91.47,True,Tablet,2.3,Kolkata,1
U3487,434,19,0.64,Burger,252.31,False,Mobile,3.0,Chennai,0
U9987,2514,6,0.43,Mexican,301.17,False,Mobile,3.3,Delhi,1
U1123,2783,6,0.21,Pizza,65.04,False,Tablet,3.0,Bangalore,1
U9939,1636,16,0.76,Dessert,231.44,False,Desktop,2.5,Kolkata,0
U6671,2652,17,0.28,Dessert,85.88,False,Tablet,3.6,Kolkata,1
U4331,1085,2,0.23,Indian,40.9,True,Tablet,1.4,Mumbai,0
U3910,117,15,0.9,Dessert,55.57,True,Desktop,3.1,Hyderabad,0
U5755,2764,6,0.16,Indian,224.24,False,Desktop,4.6,Chennai,1
U7343,411,2,0.67,Chinese,248.63,True,Desktop,3.0,Chennai,0
U4047,273,10,0.5,Mexican,105.5,False,Mobile,3.9,Mumbai,0
U5896,1359,2,0.57,Indian,240.19,True,Mobile,2.9,Delhi,0
U4232,1268,17,0.51,Dessert,482.35,False,Mobile,3.1,Bangalore,0
U6428,3322,7,0.74,Burger,28.81,False,Tablet,3.1,Mumbai,0
U4920,3007,6,0.08,Mexican,369.97,False,Tablet,3.0,Kolkata,1
U2079,407,12,0.24,Indian,394.77,False,Desktop,1.1,Delhi,0
U9992,510,3,0.92,Dessert,493.63,False,Desktop,2.0,Bangalore,0
U1813,2938,13,0.69,Dessert,221.69,True,Mobile,1.3,Hyderabad,0
U6431,1315,15,0.52,Burger,126.1,True,Tablet,3.3,Kolkata,0
U9372,1249,17,0.82,Indian,480.79,True,Tablet,1.8,Hyderabad,0
U8795,3095,18,0.91,Pizza,102.9,False,Mobile,4.0,Hyderabad,0
U3109,2661,16,0.67,Dessert,65.15,True,Tablet,3.4,Chennai,0
U4240,626,16,0.73,Burger,251.28,False,Tablet,4.3,Kolkata,0
U1960,2010,13,0.82,Dessert,393.27,False,Tablet,1.4,Mumbai,0
U5766,2239,3,0.84,Dessert,352.75,True,Desktop,1.3,Mumbai,0
U4499,583,17,0.23,Chinese,357.0,False,Mobile,3.5,Mumbai,0
U1732,3295,10,0.79,Indian,366.67,False,Desktop,1.3,Delhi,0
U8786,2799,17,0.6,Burger,73.33,False,Tablet,3.3,Kolkata,0
U8374,1068,0,0.76,Burger,239.56,False,Tablet,1.7,Mumbai,0
U3111,2060,14,0.96,Pizza,18.79,False,Mobile,5.0,Chennai,0
U1087,3222,7,0.1,Pizza,493.7,False,Desktop,4.4,Delhi,1
U5200,199,18,0.22,Chinese,190.0,True,Tablet,4.5,Hyderabad,0
U2934,1064,18,0.24,Indian,172.23,False,Tablet,1.3,Kolkata,1
U6000,1234,5,0.42,Pizza,124.41,True,Desktop,1.5,Bangalore,0
U9477,642,18,0.15,Pizza,305.1,True,Mobile,1.0,Mumbai,1
U2982,3206,3,0.92,Burger,362.9,False,Mobile,4.3,Hyderabad,0
U5180,233,11,0.57,Burger,271.55,True,Desktop,1.7,Delhi,0
U6514,692,5,0.86,Indian,158.63,True,Desktop,4.9,Bangalore,0
U7967,571,0,0.92,Pizza,434.0,True,Tablet,1.5,Bangalore,0
U6549,2524,13,0.3,Burger,415.6,False,Tablet,2.9,Chennai,1
U2960,2166,13,0.25,Burger,482.77,True,Tablet,1.3,Delhi,1
U4510,69,14,0.52,Dessert,408.39,False,Tablet,2.0,Chennai,0
U2683,1787,8,0.42,Burger,311.29,False,Desktop,3.7,Hyderabad,1
U3441,2695,15,0.03,Indian,128.7,False,Desktop,3.7,Chennai,1
U7251,3329,2,0.67,Mexican,42.59,False,Desktop,3.8,Bangalore,0
U5473,3098,7,0.85,Chinese,301.78,True,Tablet,3.3,Bangalore,0
U5035,1740,2,0.28,Pizza,172.05,False,Desktop,3.0,Kolkata,0
U1453,2681,7,0.77,Burger,444.48,True,Desktop,2.3,Mumbai,0
U7897,3334,7,0.93,Dessert,343.59,False,Desktop,4.2,Mumbai,0
U1677,155,16,0.39,Mexican,341.38,False,Desktop,2.3,Bangalore,0
U5675,2849,11,0.3,Mexican,472.74,False,Mobile,2.5,Bangalore,1
U4486,3401,10,0.21,Chinese,394.61,True,Mobile,4.7,Kolkata,1
U7745,1507,11,0.03,Mexican,363.24,True,Mobile,4.9,Chennai,1
U7615,1464,2,0.9,Mexican,114.35,True,Desktop,4.3,Chennai,0
U5669,767,3,0.96,Chinese,67.98,True,Tablet,4.8,Delhi,0
U9666,1173,6,0.8,Mexican,261.19,False,Desktop,4.9,Bangalore,0
U8065,3134,5,0.94,Indian,221.1,False,Tablet,2.3,Delhi,0
U6469,809,4,0.5,Pizza,201.71,True,Tablet,4.8,Delhi,0
U5327,3174,15,0.36,Burger,457.88,True,Desktop,1.8,Kolkata,1
U4125,3474,15,0.69,Pizza,145.11,True,Tablet,3.7,Chennai,0
U2054,2678,14,0.08,Indian,388.2,True,Desktop,3.1,Delhi,1
U4582,1168,0,0.57,Dessert,111.85,False,Mobile,1.7,Hyderabad,0
U7989,2771,10,0.02,Dessert,440.56,False,Mobile,4.6,Mumbai,1
U4318,2928,18,0.34,Burger,205.19,True,Tablet,2.0,Delhi,1
U9752,1361,15,0.36,Dessert,149.24,False,Desktop,2.1,Delhi,1
U3702,1749,11,0.54,Chinese,96.96,False,Mobile,3.3,Chennai,0
U6868,3109,13,0.4,Pizza,63.15,True,Mobile,4.9,Chennai,1
U3049,2691,9,0.19,Pizza,484.57,False,Desktop,1.9,Delhi,1
U4080,3233,18,0.28,Dessert,442.16,True,Tablet,2.0,Hyderabad,1
U3011,3425,17,0.05,Burger,405.79,False,Desktop,4.6,Chennai,1
U7793,538,15,0.44,Pizza,312.52,False,Desktop,3.9,Delhi,0
U8310,2289,1,0.94,Chinese,25.7,True,Mobile,1.6,Bangalore,0
U9327,784,12,0.17,Indian,337.7,True,Mobile,2.1,Hyderabad,1
U2574,2341,11,0.71,Mexican,74.32,False,Desktop,4.3,Kolkata,0
U3880,630,14,0.4,Dessert,36.36,True,Mobile,2.1,Hyderabad,1
U1452,3229,15,0.63,Mexican,90.52,False,Desktop,3.2,Bangalore,0
U4360,2410,4,0.94,Pizza,65.57,True,Tablet,2.1,Hyderabad,0
U6219,505,10,0.7,Indian,105.72,True,Mobile,2.2,Chennai,0
U6580,2624,9,0.27,Chinese,156.42,True,Desktop,1.2,Delhi,1
